countyfips,STNAME,CTYNAME,TOT_POP,PercentHBAC,dens2010,Eq Type,turnout
28019,Mississippi,Choctaw County,8278,0.0024160425223483935,20.44,Paper and DRE with and without paper trail,0.4045673511169989
28021,Mississippi,Claiborne County,9002,0.0066651855143301485,19.7,Paper and DRE with and without paper trail,0.4045673511169989
28023,Mississippi,Clarke County,15604,0.001217636503460651,24.19,Paper and DRE with and without paper trail,0.4045673511169989
28025,Mississippi,Clay County,19386,0.005364696172495615,50.32,Paper and DRE with and without paper trail,0.4045673511169989
28027,Mississippi,Coahoma County,22628,0.004551882623298568,47.34,Paper and DRE with and without paper trail,0.4045673511169989
28029,Mississippi,Copiah County,28543,0.006516483901481974,37.89,Paper and DRE with and without paper trail,0.4045673511169989
28031,Mississippi,Covington County,18853,0.005728531268233172,47.29,Paper and DRE with and without paper trail,0.4045673511169989
28033,Mississippi,DeSoto County,182001,0.0033241575595738485,338.66,Paper and DRE with and without paper trail,0.4045673511169989
28035,Mississippi,Forrest County,75036,0.004131350285196439,160.69,Paper and DRE with and without paper trail,0.4045673511169989
28037,Mississippi,Franklin County,7788,0.0034668721109399076,14.4,Paper and DRE with and without paper trail,0.4045673511169989
28039,Mississippi,George County,24250,0.0017319587628865979,47.16,Paper and DRE with and without paper trail,0.4045673511169989
28041,Mississippi,Greene County,13586,0.0020609450905343736,20.2,Paper and DRE with and without paper trail,0.4045673511169989
28043,Mississippi,Grenada County,21055,0.003752077891237236,51.9,Paper and DRE with and without paper trail,0.4045673511169989
28045,Mississippi,Hancock County,47334,0.004288671990535345,92.73,Paper and DRE with and without paper trail,0.4045673511169989
28047,Mississippi,Harrison County,206650,0.006552141301717881,325.97,Paper and DRE with and without paper trail,0.4045673511169989
28049,Mississippi,Hinds County,237085,0.0029314380918236075,282.02,Paper and DRE with and without paper trail,0.4045673511169989
28051,Mississippi,Holmes County,17622,0.00595846101464079,25.37,Paper and DRE with and without paper trail,0.4045673511169989
28053,Mississippi,Humphreys County,8257,0.011747608090105366,22.4,Paper and DRE with and without paper trail,0.4045673511169989
28055,Mississippi,Issaquena County,1308,0.0045871559633027525,3.4,Paper and DRE with and without paper trail,0.4045673511169989
28057,Mississippi,Itawamba County,23517,0.0014882850703746226,43.92,Paper and DRE with and without paper trail,0.4045673511169989
28059,Mississippi,Jackson County,143277,0.007649518066402842,193.24,Paper and DRE with and without paper trail,0.4045673511169989
28061,Mississippi,Jasper County,16428,0.004565376186997808,25.23,Paper and DRE with and without paper trail,0.4045673511169989
28063,Mississippi,Jefferson County,7106,0.003940332113706727,14.86,Paper and DRE with and without paper trail,0.4045673511169989
28065,Mississippi,Jefferson Davis County,11234,0.004183727968666548,30.57,Paper and DRE with and without paper trail,0.4045673511169989
28067,Mississippi,Jones County,68461,0.005083186047530711,97.53,Paper and DRE with and without paper trail,0.4045673511169989
28069,Mississippi,Kemper County,10027,0.004487882716665005,13.65,Paper and DRE with and without paper trail,0.4045673511169989
28071,Mississippi,Lafayette County,54793,0.0026280729290237806,74.96,Paper and DRE with and without paper trail,0.4045673511169989
28073,Mississippi,Lamar County,62447,0.0030906208464778133,111.98,Paper and DRE with and without paper trail,0.4045673511169989
28075,Mississippi,Lauderdale County,75317,0.004129213856101544,114.07,Paper and DRE with and without paper trail,0.4045673511169989
28077,Mississippi,Lawrence County,12455,0.004335608189482136,30.02,Paper and DRE with and without paper trail,0.4045673511169989
28079,Mississippi,Leake County,22763,0.006589641084215613,40.83,Paper and DRE with and without paper trail,0.4045673511169989
28081,Mississippi,Lee County,85202,0.004037463909297904,184.26,Paper and DRE with and without paper trail,0.4045673511169989
28083,Mississippi,Leflore County,28919,0.008229883467616446,54.54,Paper and DRE with and without paper trail,0.4045673511169989
28085,Mississippi,Lincoln County,34205,0.002572723286069288,59.49,Paper and DRE with and without paper trail,0.4045673511169989
28087,Mississippi,Lowndes County,58930,0.0031053792635330054,118.26,Paper and DRE with and without paper trail,0.4045673511169989
28089,Mississippi,Madison County,105630,0.0038625390514058504,133.24,Paper and DRE with and without paper trail,0.4045673511169989
28091,Mississippi,Marion County,24715,0.0021039854339469956,49.94,Paper and DRE with and without paper trail,0.4045673511169989
28093,Mississippi,Marshall County,35451,0.005415926208005416,52.6,Paper and DRE with and without paper trail,0.4045673511169989
28095,Mississippi,Monroe County,35564,0.002390057361376673,48.35,Paper and DRE with and without paper trail,0.4045673511169989
28097,Mississippi,Montgomery County,10023,0.0038910505836575876,26.84,Paper and DRE with and without paper trail,0.4045673511169989
28099,Mississippi,Neshoba County,29125,0.0025064377682403436,52.05,Paper and DRE with and without paper trail,0.4045673511169989
28101,Mississippi,Newton County,21443,0.003311103856736464,37.57,Paper and DRE with and without paper trail,0.4045673511169989
28103,Mississippi,Noxubee County,10535,0.0035121025154247745,16.61,Paper and DRE with and without paper trail,0.4045673511169989
28105,Mississippi,Oktibbeha County,49599,0.003125063005302526,104.04,Paper and DRE with and without paper trail,0.4045673511169989
28107,Mississippi,Panola County,34178,0.004066943647960676,50.66,Paper and DRE with and without paper trail,0.4045673511169989
28109,Mississippi,Pearl River County,55387,0.002166573383645982,68.86,Paper and DRE with and without paper trail,0.4045673511169989
28111,Mississippi,Perry County,11931,0.0015086748805632386,18.93,Paper and DRE with and without paper trail,0.4045673511169989
28113,Mississippi,Pike County,39563,0.004777190809594823,98.78,Paper and DRE with and without paper trail,0.4045673511169989
28115,Mississippi,Pontotoc County,31833,0.007602173844752301,60.19,Paper and DRE with and without paper trail,0.4045673511169989
28117,Mississippi,Prentiss County,25315,0.0014615840410823623,60.91,Paper and DRE with and without paper trail,0.4045673511169989
28119,Mississippi,Quitman County,7051,0.005389306481350163,20.3,Paper and DRE with and without paper trail,0.4045673511169989
28121,Mississippi,Rankin County,153902,0.0021442216475419424,182.62,Paper and DRE with and without paper trail,0.4045673511169989
28123,Mississippi,Scott County,28287,0.013751900166154064,46.4,Paper and DRE with and without paper trail,0.4045673511169989
28125,Mississippi,Sharkey County,4377,0.0057116746630111945,11.39,Paper and DRE with and without paper trail,0.4045673511169989
28127,Mississippi,Simpson County,26758,0.004036176096868226,46.68,Paper and DRE with and without paper trail,0.4045673511169989
28129,Mississippi,Smith County,16002,0.003124609423822022,25.92,Paper and DRE with and without paper trail,0.4045673511169989
28131,Mississippi,Stone County,18717,0.0024576588128439386,39.93,Paper and DRE with and without paper trail,0.4045673511169989
28133,Mississippi,Sunflower County,25735,0.007033223236836993,42.21,Paper and DRE with and without paper trail,0.4045673511169989
28135,Mississippi,Tallahatchie County,13987,0.009866304425538,23.83,Paper and DRE with and without paper trail,0.4045673511169989
28137,Mississippi,Tate County,28759,0.004589867519732953,71.37,Paper and DRE with and without paper trail,0.4045673511169989
28139,Mississippi,Tippah County,21995,0.004773812230052284,48.56,Paper and DRE with and without paper trail,0.4045673511169989
28141,Mississippi,Tishomingo County,19454,0.0020047291045543333,46.18,Paper and DRE with and without paper trail,0.4045673511169989
28143,Mississippi,Tunica County,9944,0.0059332260659694285,23.71,Paper and DRE with and without paper trail,0.4045673511169989
28145,Mississippi,Union County,28606,0.003950220233517444,65.29,Paper and DRE with and without paper trail,0.4045673511169989
28147,Mississippi,Walthall County,14465,0.005115796750777739,38.23,Paper and DRE with and without paper trail,0.4045673511169989
28149,Mississippi,Warren County,46176,0.0043745668745668745,82.88,Paper and DRE with and without paper trail,0.4045673511169989
28151,Mississippi,Washington County,45063,0.005303685950780019,70.56,Paper and DRE with and without paper trail,0.4045673511169989
28153,Mississippi,Wayne County,20298,0.0035471475022169673,25.59,Paper and DRE with and without paper trail,0.4045673511169989
28155,Mississippi,Webster County,9788,0.0018389865140988966,24.36,Paper and DRE with and without paper trail,0.4045673511169989
28157,Mississippi,Wilkinson County,8792,0.0035259326660600546,14.57,Paper and DRE with and without paper trail,0.4045673511169989
28159,Mississippi,Winston County,18165,0.002697495183044316,31.61,Paper and DRE with and without paper trail,0.4045673511169989
28161,Mississippi,Yalobusha County,12392,0.0035506778566817302,27.14,Paper and DRE with and without paper trail,0.4045673511169989
28163,Mississippi,Yazoo County,28248,0.009558198810535259,30.41,Paper and DRE with and without paper trail,0.4045673511169989
29001,Missouri,Adair County,25339,0.0018548482576265836,45.14,Paper and DRE with paper trail,0.45525726706725433
29003,Missouri,Andrew County,17607,0.0012495030385642075,39.96,Paper and DRE with paper trail,0.45525726706725433
29005,Missouri,Atchison County,5171,0.0011603171533552505,10.39,Paper and DRE with paper trail,0.45525726706725433
29007,Missouri,Audrain County,25473,0.002119891649982334,36.88,Paper and DRE with paper trail,0.45525726706725433
29009,Missouri,Barry County,35886,0.002312879674524884,45.74,Paper and DRE with paper trail,0.45525726706725433
29011,Missouri,Barton County,11798,0.002458043736226479,20.95,Paper and DRE with paper trail,0.45525726706725433
29013,Missouri,Bates County,16320,0.001286764705882353,20.38,Paper and DRE with paper trail,0.45525726706725433
29015,Missouri,Benton County,19278,0.0008818342151675485,27.07,Paper and DRE with paper trail,0.45525726706725433
29017,Missouri,Bollinger County,12169,0.0005752321472594297,20.01,Paper and DRE with paper trail,0.45525726706725433
29019,Missouri,Boone County,180005,0.0029610288603094358,237.29,Paper and DRE with paper trail,0.45525726706725433
29021,Missouri,Buchanan County,88571,0.004267762585947996,218.62,Paper and DRE with paper trail,0.45525726706725433
29023,Missouri,Butler County,42639,0.0022514599310490394,61.6,Paper and DRE with paper trail,0.45525726706725433
29025,Missouri,Caldwell County,9108,0.0004391743522178305,22.1,Paper and DRE with paper trail,0.45525726706725433
29027,Missouri,Callaway County,44889,0.001782173806500479,53.12,Paper and DRE with paper trail,0.45525726706725433
29029,Missouri,Camden County,45815,0.0010913456291607553,67.08,Paper and DRE with paper trail,0.45525726706725433
29031,Missouri,Cape Girardeau County,78753,0.002260231356265793,130.8,Paper and DRE with paper trail,0.45525726706725433
29033,Missouri,Carroll County,8743,0.0010293949445270502,13.38,Paper and DRE with paper trail,0.45525726706725433
29035,Missouri,Carter County,6054,0.0013214403700033035,12.35,Paper and DRE with paper trail,0.45525726706725433
29037,Missouri,Cass County,104954,0.002705947367418107,142.76,Paper and DRE with paper trail,0.45525726706725433
29039,Missouri,Cedar County,14165,0.0014825273561595482,29.47,Paper and DRE with paper trail,0.45525726706725433
29041,Missouri,Chariton County,7451,0.00040263051939337,10.42,Paper and DRE with paper trail,0.45525726706725433
29043,Missouri,Christian County,86983,0.0012416219261234954,137.6,Paper and DRE with paper trail,0.45525726706725433
29045,Missouri,Clark County,6842,0.0,14.15,Paper and DRE with paper trail,0.45525726706725433
29047,Missouri,Clay County,246365,0.004822113530736915,558.62,Paper and DRE with paper trail,0.45525726706725433
29049,Missouri,Clinton County,20470,0.001172447484123107,49.51,Paper and DRE with paper trail,0.45525726706725433
29051,Missouri,Cole County,76796,0.003463722068857753,192.99,Paper and DRE with paper trail,0.45525726706725433
29053,Missouri,Cooper County,17603,0.0029540419246719307,31.17,Paper and DRE with paper trail,0.45525726706725433
29055,Missouri,Crawford County,23957,0.0006678632549985391,33.26,Paper and DRE with paper trail,0.45525726706725433
29057,Missouri,Dade County,7569,0.0011890606420927466,16.09,Paper and DRE with paper trail,0.45525726706725433
29059,Missouri,Dallas County,16762,0.0006562462713280038,31.02,Paper and DRE with paper trail,0.45525726706725433
29061,Missouri,Daviess County,8313,0.0007217610970768675,14.97,Paper and DRE with paper trail,0.45525726706725433
29063,Missouri,DeKalb County,12630,0.00166270783847981,30.6,Paper and DRE with paper trail,0.45525726706725433
29065,Missouri,Dent County,15441,0.0009714396735962696,20.8,Paper and DRE with paper trail,0.45525726706725433
29067,Missouri,Douglas County,13373,0.0008973304419352426,16.82,Paper and DRE with paper trail,0.45525726706725433
29069,Missouri,Dunklin County,29423,0.002854909424599803,59.06,Paper and DRE with paper trail,0.45525726706725433
29071,Missouri,Franklin County,103670,0.0007330953988617729,110.0,Paper and DRE with paper trail,0.45525726706725433
29073,Missouri,Gasconade County,14705,0.00040802448146888814,29.4,Paper and DRE with paper trail,0.45525726706725433
29075,Missouri,Gentry County,6628,0.001056125528062764,13.71,Paper and DRE with paper trail,0.45525726706725433
29077,Missouri,Greene County,291923,0.002534915028963117,407.48,Paper and DRE with paper trail,0.45525726706725433
29079,Missouri,Grundy County,9914,0.0003026023804720597,23.57,Paper and DRE with paper trail,0.45525726706725433
29081,Missouri,Harrison County,8414,0.0009507962918944616,12.4,Paper and DRE with paper trail,0.45525726706725433
29083,Missouri,Henry County,21792,0.001973201174743025,31.96,Paper and DRE with paper trail,0.45525726706725433
29085,Missouri,Hickory County,9509,0.0008413082343043432,24.12,Paper and DRE with paper trail,0.45525726706725433
29087,Missouri,Holt County,4404,0.0011353315168029065,10.62,Paper and DRE with paper trail,0.45525726706725433
29089,Missouri,Howard County,10137,0.0019729703067968827,21.87,Paper and DRE with paper trail,0.45525726706725433
29091,Missouri,Howell County,40076,0.0007735302924443558,43.57,Paper and DRE with paper trail,0.45525726706725433
29093,Missouri,Iron County,10177,0.0010808686253316302,19.32,Paper and DRE with paper trail,0.45525726706725433
29095,Missouri,Jackson County,700307,0.007980785569757263,1115.3,Paper and DRE with paper trail,0.45525726706725433
29097,Missouri,Jasper County,120636,0.004335355946815213,183.88,Paper and DRE with paper trail,0.45525726706725433
29099,Missouri,Jefferson County,224347,0.0008379875817372196,333.12,Paper and DRE with paper trail,0.45525726706725433
29101,Missouri,Johnson County,53652,0.0041564154178781775,63.42,Paper and DRE with paper trail,0.45525726706725433
29103,Missouri,Knox County,3947,0.0002533569799847986,8.2,Paper and DRE with paper trail,0.45525726706725433
29105,Missouri,Laclede County,35713,0.0012600453616330189,46.52,Paper and DRE with paper trail,0.45525726706725433
29107,Missouri,Lafayette County,32598,0.002791582305662924,53.12,Paper and DRE with paper trail,0.45525726706725433
29109,Missouri,Lawrence County,38359,0.0022680466122683074,63.15,Paper and DRE with paper trail,0.45525726706725433
29111,Missouri,Lewis County,9855,0.0009132420091324201,20.22,Paper and DRE with paper trail,0.45525726706725433
29113,Missouri,Lincoln County,57686,0.0014041535207849393,83.9,Paper and DRE with paper trail,0.45525726706725433
29115,Missouri,Linn County,12037,0.001329234859184182,20.73,Paper and DRE with paper trail,0.45525726706725433
29117,Missouri,Livingston County,15146,0.0021127690479334476,28.54,Paper and DRE with paper trail,0.45525726706725433
29119,Missouri,McDonald County,23078,0.00281653522835601,42.79,Paper and DRE with paper trail,0.45525726706725433
29121,Missouri,Macon County,15153,0.0013858641853098396,19.43,Paper and DRE with paper trail,0.45525726706725433
29123,Missouri,Madison County,12188,0.0010666229077781425,24.73,Paper and DRE with paper trail,0.45525726706725433
29125,Missouri,Maries County,8769,0.0005701904436081651,17.41,Paper and DRE with paper trail,0.45525726706725433
29127,Missouri,Marion County,28592,0.002238388360380526,65.87,Paper and DRE with paper trail,0.45525726706725433
29129,Missouri,Mercer County,3641,0.0010985992859104642,8.34,Paper and DRE with paper trail,0.45525726706725433
29131,Missouri,Miller County,25336,0.000947268708556994,41.76,Paper and DRE with paper trail,0.45525726706725433
29133,Missouri,Mississippi County,13336,0.0023995200959808036,34.88,Paper and DRE with paper trail,0.45525726706725433
29135,Missouri,Moniteau County,16121,0.0011165560449103655,37.6,Paper and DRE with paper trail,0.45525726706725433
29137,Missouri,Monroe County,8664,0.0011542012927054479,13.65,Paper and DRE with paper trail,0.45525726706725433
29139,Missouri,Montgomery County,11534,0.001647303624067973,22.82,Paper and DRE with paper trail,0.45525726706725433
29141,Missouri,Morgan County,20358,0.0013753806857255133,34.41,Paper and DRE with paper trail,0.45525726706725433
29143,Missouri,New Madrid County,17296,0.0024283071230342275,28.09,Paper and DRE with paper trail,0.45525726706725433
29145,Missouri,Newton County,58266,0.001699104108742663,93.02,Paper and DRE with paper trail,0.45525726706725433
29147,Missouri,Nodaway County,22304,0.0009863701578192252,26.65,Paper and DRE with paper trail,0.45525726706725433
29149,Missouri,Oregon County,10541,0.0003794706384593492,13.78,Paper and DRE with paper trail,0.45525726706725433
29151,Missouri,Osage County,13714,0.000729181857955374,22.96,Paper and DRE with paper trail,0.45525726706725433
29153,Missouri,Ozark County,9017,0.0013308195630475769,13.05,Paper and DRE with paper trail,0.45525726706725433
29155,Missouri,Pemiscot County,16272,0.003810226155358899,37.15,Paper and DRE with paper trail,0.45525726706725433
29157,Missouri,Perry County,19150,0.000783289817232376,39.99,Paper and DRE with paper trail,0.45525726706725433
29159,Missouri,Pettis County,42542,0.0038785200507733533,61.86,Paper and DRE with paper trail,0.45525726706725433
29161,Missouri,Phelps County,44732,0.002011982473397121,67.22,Paper and DRE with paper trail,0.45525726706725433
29163,Missouri,Pike County,18504,0.001621271076523995,27.62,Paper and DRE with paper trail,0.45525726706725433
29165,Missouri,Platte County,102985,0.0038355100257319026,212.58,Paper and DRE with paper trail,0.45525726706725433
29167,Missouri,Polk County,32201,0.0011490326387379275,48.99,Paper and DRE with paper trail,0.45525726706725433
29169,Missouri,Pulaski County,52014,0.016668589225977623,95.55,Paper and DRE with paper trail,0.45525726706725433
29171,Missouri,Putnam County,4757,0.00042043304603741857,9.62,Paper and DRE with paper trail,0.45525726706725433
29173,Missouri,Ralls County,10212,0.0006854680767724246,21.64,Paper and DRE with paper trail,0.45525726706725433
29175,Missouri,Randolph County,24763,0.0016960788272826395,52.65,Paper and DRE with paper trail,0.45525726706725433
29177,Missouri,Ray County,22883,0.002490932133024516,41.3,Paper and DRE with paper trail,0.45525726706725433
29179,Missouri,Reynolds County,6254,0.0006395906619763352,8.28,Paper and DRE with paper trail,0.45525726706725433
29181,Missouri,Ripley County,13401,0.0010446981568539662,22.4,Paper and DRE with paper trail,0.45525726706725433
29183,Missouri,St. Charles County,399182,0.0017611014524703018,643.22,Paper and DRE with paper trail,0.45525726706725433
29185,Missouri,St. Clair County,9395,0.0018094731240021287,14.63,Paper and DRE with paper trail,0.45525726706725433
29186,Missouri,Ste. Genevieve County,17888,0.0004472271914132379,36.35,Paper and DRE with paper trail,0.45525726706725433
29187,Missouri,St. Francois County,66692,0.0020242307922989262,144.64,Paper and DRE with paper trail,0.45525726706725433
29189,Missouri,St. Louis County,996945,0.002873779396054948,1967.22,Paper and DRE with paper trail,0.45525726706725433
29195,Missouri,Saline County,22895,0.004455121205503385,30.93,Paper and DRE with paper trail,0.45525726706725433
29197,Missouri,Schuyler County,4599,0.0,14.42,Paper and DRE with paper trail,0.45525726706725433
29199,Missouri,Scotland County,4966,0.0,11.09,Paper and DRE with paper trail,0.45525726706725433
29201,Missouri,Scott County,38458,0.0023922200842477507,93.31,Paper and DRE with paper trail,0.45525726706725433
29203,Missouri,Shannon County,8189,0.00170961045304677,8.41,Paper and DRE with paper trail,0.45525726706725433
29205,Missouri,Shelby County,6050,0.0006611570247933885,12.72,Paper and DRE with paper trail,0.45525726706725433
29207,Missouri,Stoddard County,29206,0.0007875094158734506,36.4,Paper and DRE with paper trail,0.45525726706725433
29209,Missouri,Stone County,31749,0.0011968880909634949,69.4,Paper and DRE with paper trail,0.45525726706725433
29211,Missouri,Sullivan County,6221,0.0040186465198521135,10.36,Paper and DRE with paper trail,0.45525726706725433
29213,Missouri,Taney County,55852,0.003312325431497529,81.71,Paper and DRE with paper trail,0.45525726706725433
29215,Missouri,Texas County,25571,0.0007821360134527395,22.09,Paper and DRE with paper trail,0.45525726706725433
29217,Missouri,Vernon County,20528,0.0010229929851909587,25.6,Paper and DRE with paper trail,0.45525726706725433
29219,Missouri,Warren County,34711,0.0017573679813315663,75.86,Paper and DRE with paper trail,0.45525726706725433
29221,Missouri,Washington County,24943,0.001082468027101792,33.16,Paper and DRE with paper trail,0.45525726706725433
29223,Missouri,Wayne County,13122,0.0017527815881725347,17.81,Paper and DRE with paper trail,0.45525726706725433
29225,Missouri,Webster County,39109,0.0011506302897031375,61.09,Paper and DRE with paper trail,0.45525726706725433
29227,Missouri,Worth County,2040,0.00196078431372549,8.14,Paper and DRE with paper trail,0.45525726706725433
29229,Missouri,Wright County,18378,0.0009250190445097399,27.6,Paper and DRE with paper trail,0.45525726706725433
29510,Missouri,St. Louis city,302838,0.004788038489225262,5157.49,Paper and DRE with paper trail,0.45525726706725433
30001,Montana,Beaverhead County,9404,0.001169715014887282,1.67,Paper ballot,0.45745836933487555
30003,Montana,Big Horn County,13338,0.001049632628579997,2.58,Paper ballot,0.45745836933487555
30005,Montana,Blaine County,6807,0.00029381519024533566,1.54,Paper ballot,0.45745836933487555
30007,Montana,Broadwater County,6085,0.001972062448644207,4.71,Paper ballot,0.45745836933487555
30009,Montana,Carbon County,10714,0.0015867089789061042,4.92,Paper ballot,0.45745836933487555
30011,Montana,Carter County,1238,0.0024232633279483036,0.35,Paper ballot,0.45745836933487555
30013,Montana,Cascade County,81643,0.002339453474272136,30.14,Paper ballot,0.45745836933487555
30015,Montana,Chouteau County,5745,0.00034812880765883376,1.46,Paper ballot,0.45745836933487555
30017,Montana,Custer County,11586,0.0006041774555498015,3.09,Paper ballot,0.45745836933487555
30019,Montana,Daniels County,1747,0.0022896393817973667,1.23,Paper ballot,0.45745836933487555
30021,Montana,Dawson County,8680,0.0009216589861751152,3.78,Paper ballot,0.45745836933487555
30023,Montana,Deer Lodge County,9131,0.001423721388675939,12.62,Paper ballot,0.45745836933487555
30025,Montana,Fallon County,2920,0.0017123287671232876,1.78,Paper ballot,0.45745836933487555
30027,Montana,Fergus County,11113,0.0010798164312066949,2.67,Paper ballot,0.45745836933487555
30029,Montana,Flathead County,102106,0.0008422619630579985,17.87,Paper ballot,0.45745836933487555
30031,Montana,Gallatin County,111876,0.00082233901819872,34.39,Paper ballot,0.45745836933487555
30033,Montana,Garfield County,1268,0.0,0.26,Paper ballot,0.45745836933487555
30035,Montana,Glacier County,13747,0.0012366334472975922,4.47,Paper ballot,0.45745836933487555
30037,Montana,Golden Valley County,826,0.002421307506053269,0.75,Paper ballot,0.45745836933487555
30039,Montana,Granite County,3378,0.0008880994671403197,1.78,Paper ballot,0.45745836933487555
30041,Montana,Hill County,16347,0.001284639383373096,5.55,Paper ballot,0.45745836933487555
30043,Montana,Jefferson County,12097,0.0011573117301810366,6.89,Paper ballot,0.45745836933487555
30045,Montana,Judith Basin County,1952,0.0,1.11,Paper ballot,0.45745836933487555
30047,Montana,Lake County,30250,0.0015537190082644627,19.29,Paper ballot,0.45745836933487555
30049,Montana,Lewis and Clark County,68700,0.001091703056768559,18.33,Paper ballot,0.45745836933487555
30051,Montana,Liberty County,2430,0.0,1.64,Paper ballot,0.45745836933487555
30053,Montana,Lincoln County,19794,0.0011114479135091442,5.45,Paper ballot,0.45745836933487555
30055,Montana,McCone County,1675,0.0011940298507462687,0.66,Paper ballot,0.45745836933487555
30057,Montana,Madison County,8768,0.0011405109489051094,2.14,Paper ballot,0.45745836933487555
30059,Montana,Meagher County,1866,0.0021436227224008574,0.79,Paper ballot,0.45745836933487555
30061,Montana,Mineral County,4316,0.0009267840593141798,3.46,Paper ballot,0.45745836933487555
30063,Montana,Missoula County,118791,0.0013805759695599835,42.14,Paper ballot,0.45745836933487555
30065,Montana,Musselshell County,4651,0.0021500752526338422,2.43,Paper ballot,0.45745836933487555
30067,Montana,Park County,16736,0.0010755258126195029,5.58,Paper ballot,0.45745836933487555
30069,Montana,Petroleum County,513,0.0,0.3,Paper ballot,0.45745836933487555
30071,Montana,Phillips County,4074,0.0014727540500736377,0.83,Paper ballot,0.45745836933487555
30073,Montana,Pondera County,5972,0.0008372404554588078,3.79,Paper ballot,0.45745836933487555
30075,Montana,Powder River County,1716,0.0,0.53,Paper ballot,0.45745836933487555
30077,Montana,Powell County,6968,0.0007175660160734788,3.02,Paper ballot,0.45745836933487555
30079,Montana,Prairie County,1087,0.0,0.68,Paper ballot,0.45745836933487555
30081,Montana,Ravalli County,43172,0.000926526452330214,16.82,Paper ballot,0.45745836933487555
30083,Montana,Richland County,10913,0.0014661412993677266,4.68,Paper ballot,0.45745836933487555
30085,Montana,Roosevelt County,11059,0.0006329686228411248,4.43,Paper ballot,0.45745836933487555
30087,Montana,Rosebud County,9063,0.0012137261392474899,1.84,Paper ballot,0.45745836933487555
30089,Montana,Sanders County,11844,0.0006754474839581223,4.13,Paper ballot,0.45745836933487555
30091,Montana,Sheridan County,3424,0.0014602803738317756,2.02,Paper ballot,0.45745836933487555
30093,Montana,Silver Bow County,34993,0.001628897208013031,47.6,Paper ballot,0.45745836933487555
30095,Montana,Stillwater County,9534,0.0019928676316341514,5.08,Paper ballot,0.45745836933487555
30097,Montana,Sweet Grass County,3710,0.00026954177897574127,1.97,Paper ballot,0.45745836933487555
30099,Montana,Teton County,6162,0.0004868549172346641,2.67,Paper ballot,0.45745836933487555
30101,Montana,Toole County,4853,0.00082423243354626,2.78,Paper ballot,0.45745836933487555
30103,Montana,Treasure County,679,0.0,0.73,Paper ballot,0.45745836933487555
30105,Montana,Valley County,7437,0.000672314105149926,1.5,Paper ballot,0.45745836933487555
30107,Montana,Wheatland County,2236,0.0004472271914132379,1.52,Paper ballot,0.45745836933487555
30109,Montana,Wibaux County,1034,0.0,1.14,Paper ballot,0.45745836933487555
30111,Montana,Yellowstone County,160137,0.0019795550060260902,56.19,Paper ballot,0.45745836933487555
31001,Nebraska,Adams County,31511,0.003903398813112881,55.68,Paper ballot,0.43236708543099606
31003,Nebraska,Antelope County,6336,0.0007891414141414141,7.8,Paper ballot,0.43236708543099606
31005,Nebraska,Arthur County,465,0.004301075268817204,0.64,Paper ballot,0.43236708543099606
31007,Nebraska,Banner County,730,0.0,0.92,Paper ballot,0.43236708543099606
31009,Nebraska,Blaine County,476,0.0,0.67,Paper ballot,0.43236708543099606
31011,Nebraska,Boone County,5239,0.0020996373353693453,8.02,Paper ballot,0.43236708543099606
31013,Nebraska,Box Butte County,10772,0.0022279985146676567,10.52,Paper ballot,0.43236708543099606
31015,Nebraska,Boyd County,1955,0.0005115089514066496,3.89,Paper ballot,0.43236708543099606
31017,Nebraska,Brown County,2973,0.0,2.58,Paper ballot,0.43236708543099606
31019,Nebraska,Buffalo County,49615,0.002297692230172327,47.62,Paper ballot,0.43236708543099606
31021,Nebraska,Burt County,6488,0.0015413070283600493,13.95,Paper ballot,0.43236708543099606
31023,Nebraska,Butler County,8058,0.0004964010920824026,14.35,Paper ballot,0.43236708543099606
31025,Nebraska,Cass County,26159,0.0011086050690011086,45.28,Paper ballot,0.43236708543099606
31027,Nebraska,Cedar County,8446,0.001302391664693346,11.96,Paper ballot,0.43236708543099606
31029,Nebraska,Chase County,3977,0.0005028916268544129,4.43,Paper ballot,0.43236708543099606
31031,Nebraska,Cherry County,5761,0.0005207429265752473,0.96,Paper ballot,0.43236708543099606
31033,Nebraska,Cheyenne County,9310,0.001933404940923738,8.36,Paper ballot,0.43236708543099606
31035,Nebraska,Clay County,6214,0.0019311232700354038,11.43,Paper ballot,0.43236708543099606
31037,Nebraska,Colfax County,10881,0.014245014245014245,25.54,Paper ballot,0.43236708543099606
31039,Nebraska,Cuming County,8940,0.0030201342281879194,16.02,Paper ballot,0.43236708543099606
31041,Nebraska,Custer County,10840,0.00018450184501845018,4.25,Paper ballot,0.43236708543099606
31043,Nebraska,Dakota County,20083,0.005029129114176169,79.49,Paper ballot,0.43236708543099606
31045,Nebraska,Dawes County,8716,0.0024093620927030748,6.58,Paper ballot,0.43236708543099606
31047,Nebraska,Dawson County,23709,0.0070015605888059385,24.01,Paper ballot,0.43236708543099606
31049,Nebraska,Deuel County,1825,0.000547945205479452,4.41,Paper ballot,0.43236708543099606
31051,Nebraska,Dixon County,5709,0.004554212646698196,12.6,Paper ballot,0.43236708543099606
31053,Nebraska,Dodge County,36791,0.0043760702345682365,69.4,Paper ballot,0.43236708543099606
31055,Nebraska,Douglas County,566880,0.00599421394298617,1574.37,Paper ballot,0.43236708543099606
